-0.07950069,-0.7898912,-0.7898912
-0.07732686,-0.7898749,-0.7898749
-0.05595806,-0.7585416,-0.7585416
-0.06027499,-0.7566125,-0.7566125
-0.0646484,-0.7548311,-0.7548311
-0.0709566,-0.7522533,-0.7522533
-0.07518521,-0.7509071,-0.7509071
-0.07921579,-0.7495698,-0.7495698
-0.08294713,-0.748117,-0.748117
-0.08654895,-0.7468681,-0.7468681
-0.08983906,-0.7459569,-0.7459569
-0.09286651,-0.7453649,-0.7453649
-0.09596252,-0.7448269,-0.7448269
-0.09896319,-0.7443011,-0.7443011
-0.101726,-0.7437798,-0.7437798
-0.1044003,-0.7433801,-0.7433801
-0.1070403,-0.7428949,-0.7428949
-0.1093309,-0.7424242,-0.7424242
-0.1113678,-0.7422369,-0.7422369
-0.1136711,-0.7422903,-0.7422903
-0.1157504,-0.7423984,-0.7423984
-0.1181419,-0.7427467,-0.7427467
-0.1210596,-0.7434846,-0.7434846
-0.1230445,-0.7438002,-0.7438002
-0.1250992,-0.7444279,-0.7444279
-0.1251797,-0.7445722,-0.7445722
-0.1261775,-0.7447896,-0.7447896
-0.1271617,-0.7450373,-0.7450373
-0.1300196,-0.7455287,-0.7455287
-0.131842,-0.7459084,-0.7459084
-0.1338535,-0.7463732,-0.7463732
-0.1339175,-0.7465107,-0.7465107
-0.1350372,-0.7468767,-0.7468767
-0.1361531,-0.747375,-0.747375
-0.1396651,-0.7490273,-0.7490273
-0.1423516,-0.7511455,-0.7511455
-0.1425621,-0.7516247,-0.7516247
-0.1439839,-0.7530398,-0.7530398
-0.1453944,-0.7544127,-0.7544127
-0.1470163,-0.7558837,-0.7558837
-0.1486831,-0.7575378,-0.7575378
-0.1534235,-0.7619108,-0.7619108
-0.1564839,-0.7650468,-0.7650468
-0.1594418,-0.7678065,-0.7678065
-0.1595232,-0.7678616,-0.7678616
-0.1608855,-0.769079,-0.769079
-0.1621361,-0.7702253,-0.7702253
-0.1631191,-0.7713261,-0.7713261
-0.1642115,-0.7724307,-0.7724307
-0.1651055,-0.7734007,-0.7734007
-0.1658596,-0.7743759,-0.7743759
-0.1664864,-0.7752686,-0.7752686
-0.1670058,-0.7759607,-0.7759607
-0.167422,-0.7766496,-0.7766496
-0.1675528,-0.7772392,-0.7772392
-0.1676914,-0.7778246,-0.7778246
-0.1676992,-0.7784914,-0.7784914
-0.1674989,-0.7791331,-0.7791331
-0.167238,-0.7795734,-0.7795734
-0.1668576,-0.7800107,-0.7800107
-0.1665013,-0.7804391,-0.7804391
-0.1659994,-0.7808321,-0.7808321
-0.1654684,-0.7812274,-0.7812274
-0.1649984,-0.7815722,-0.7815722
-0.1644865,-0.7819309,-0.7819309
-0.1608841,-0.784085,-0.784085
-0.1603471,-0.7846465,-0.7846465
-0.1597397,-0.785198,-0.785198
-0.1591758,-0.7857211,-0.7857211
-0.1585518,-0.7861432,-0.7861432
-0.1579207,-0.7866015,-0.7866015
-0.157341,-0.7869108,-0.7869108
-0.1567729,-0.7872689,-0.7872689
-0.1561397,-0.7876153,-0.7876153
-0.1555398,-0.7879519,-0.7879519
-0.1548178,-0.78804,-0.78804
-0.1541677,-0.7881763,-0.7881763
-0.1535387,-0.7882676,-0.7882676
-0.1527445,-0.7882,-0.7882
-0.1520461,-0.7881687,-0.7881687
-0.1512827,-0.7881448,-0.7881448
-0.1503542,-0.7879148,-0.7879148
-0.1495452,-0.7876978,-0.7876978
-0.1487346,-0.7873738,-0.7873738
-0.1476557,-0.7868528,-0.7868528
-0.1467539,-0.7863119,-0.7863119
-0.1458251,-0.7857561,-0.7857561
-0.1447833,-0.7850527,-0.7850527
-0.1437455,-0.7842789,-0.7842789
-0.1428618,-0.7834938,-0.7834938
-0.1417662,-0.7824156,-0.7824156
-0.1406264,-0.7812705,-0.7812705
-0.1395094,-0.7802086,-0.7802086
-0.1382469,-0.7791829,-0.7791829
-0.1370758,-0.7783601,-0.7783601
-0.1358886,-0.7776558,-0.7776558
-0.1345979,-0.7769237,-0.7769237
-0.1333041,-0.7761233,-0.7761233
-0.1322714,-0.7754838,-0.7754838
-0.1309189,-0.7746561,-0.7746561
-0.1294974,-0.7738059,-0.7738059
-0.1281819,-0.7729092,-0.7729092
-0.126849,-0.7719746,-0.7719746
-0.1254205,-0.7710545,-0.7710545
-0.1241179,-0.7701454,-0.7701454
-0.1228305,-0.7692606,-0.7692606
-0.1215233,-0.7684913,-0.7684913
-0.1202586,-0.7677624,-0.7677624
-0.1189809,-0.7670918,-0.7670918
-0.1177553,-0.7665318,-0.7665318
-0.1165524,-0.7659932,-0.7659932
-0.1153698,-0.7655239,-0.7655239
-0.1142904,-0.7652503,-0.7652503
-0.1131752,-0.7649629,-0.7649629
-0.1120895,-0.7648277,-0.7648277
-0.1112591,-0.7650293,-0.7650293
-0.110264,-0.7650473,-0.7650473
-0.1093332,-0.7651522,-0.7651522
-0.1085919,-0.7652556,-0.7652556
-0.1077241,-0.7652915,-0.7652915
-0.1069187,-0.7653034,-0.7653034
-0.1061942,-0.7652469,-0.7652469
-0.1053986,-0.7651975,-0.7651975
-0.1046492,-0.7651591,-0.7651591
-0.1039827,-0.7651831,-0.7651831
-0.1032963,-0.7652125,-0.7652125
-0.1025817,-0.7652404,-0.7652404
-0.1016279,-0.7649679,-0.7649679
-0.100938,-0.7649184,-0.7649184
-0.1002674,-0.7648466,-0.7648466
-0.09932971,-0.7644877,-0.7644877
-0.09871393,-0.7643955,-0.7643955
-0.09810099,-0.7642678,-0.7642678
-0.09721962,-0.7639012,-0.7639012
-0.09669518,-0.7637584,-0.7637584
-0.0962292,-0.7636056,-0.7636056
-0.0954715,-0.7632015,-0.7632015
-0.09512232,-0.7630191,-0.7630191
-0.09486929,-0.762792,-0.762792
-0.09463885,-0.7626766,-0.7626766
-0.09442726,-0.7624962,-0.7624962
-0.09434399,-0.7623303,-0.7623303
-0.09431247,-0.762332,-0.762332
-0.09428914,-0.7622759,-0.7622759
-0.09431228,-0.7622969,-0.7622969
-0.09448938,-0.76245,-0.76245
-0.09456366,-0.762553,-0.762553
-0.09481256,-0.7627664,-0.7627664
-0.09492043,-0.7629725,-0.7629725
-0.09507194,-0.7632575,-0.7632575
-0.09518582,-0.7635088,-0.7635088
-0.09551369,-0.7639543,-0.7639543
-0.09560119,-0.764298,-0.764298
-0.09570278,-0.7646756,-0.7646756
-0.09617326,-0.765203,-0.765203
-0.0960952,-0.7661772,-0.7661772
-0.09599891,-0.7668587,-0.7668587
-0.09580311,-0.7668028,-0.7668028
-0.09542708,-0.7670624,-0.7670624
-0.09495683,-0.7672169,-0.7672169
-0.09430826,-0.767292,-0.767292
-0.09367025,-0.7674661,-0.7674661
-0.09298885,-0.7675519,-0.7675519
-0.09216298,-0.7675489,-0.7675489
-0.08975366,-0.7676475,-0.7676475
-0.08771028,-0.7674843,-0.7674843
-0.08559459,-0.7672167,-0.7672167
-0.08543554,-0.7671069,-0.7671069
-0.08445162,-0.7669778,-0.7669778
-0.08322914,-0.7668015,-0.7668015
-0.08026995,-0.7665741,-0.7665741
-0.07796785,-0.7664411,-0.7664411
-0.07791007,-0.7664499,-0.7664499
-0.07659659,-0.766342,-0.766342
-0.07554176,-0.7663724,-0.7663724
-0.0745037,-0.7663479,-0.7663479
-0.07318622,-0.7662619,-0.7662619
-0.07213986,-0.7662802,-0.7662802
-0.07106325,-0.7662599,-0.7662599
-0.06966485,-0.7661254,-0.7661254
-0.06857711,-0.7660378,-0.7660378
-0.06745923,-0.7659717,-0.7659717
-0.06603129,-0.7658734,-0.7658734
-0.06489271,-0.7658465,-0.7658465
-0.06377915,-0.765824,-0.765824
-0.06247424,-0.7658255,-0.7658255
-0.0614157,-0.7658522,-0.7658522
-0.06039751,-0.7658731,-0.7658731
-0.05934165,-0.7659382,-0.7659382
-0.05845471,-0.7659769,-0.7659769
-0.0576106,-0.766037,-0.766037
-0.05683406,-0.766161,-0.766161
-0.05608027,-0.7662582,-0.7662582
-0.05536968,-0.7663655,-0.7663655
-0.05477132,-0.7665291,-0.7665291
-0.0542032,-0.7666471,-0.7666471
-0.05364315,-0.7667806,-0.7667806
-0.05327895,-0.7669957,-0.7669957
-0.05287379,-0.7671787,-0.7671787
-0.05178055,-0.7678256,-0.7678256
-0.05132434,-0.7684532,-0.7684532
-0.05168754,-0.7686503,-0.7686503
-0.05148475,-0.7690187,-0.7690187
-0.05132572,-0.7693946,-0.7693946
-0.05137466,-0.7698128,-0.7698128
-0.05130364,-0.7702067,-0.7702067
-0.05127102,-0.7706215,-0.7706215
-0.05137058,-0.7710739,-0.7710739
-0.05140977,-0.7714899,-0.7714899
-0.05146083,-0.771889,-0.771889
-0.05166538,-0.7723398,-0.7723398
-0.05182289,-0.7727132,-0.7727132
-0.0520106,-0.7730649,-0.7730649
-0.05228904,-0.7734542,-0.7734542
-0.05253941,-0.7737584,-0.7737584
-0.05279961,-0.774068,-0.774068
-0.05309272,-0.774375,-0.774375
-0.05343153,-0.7744633,-0.7744633
-0.05371636,-0.7746758,-0.7746758
-0.05420452,-0.7749256,-0.7749256
-0.05452257,-0.7751846,-0.7751846
-0.05492061,-0.7753441,-0.7753441
-0.05545074,-0.7755275,-0.7755275
-0.05588014,-0.7756984,-0.7756984
-0.05632393,-0.7758461,-0.7758461
-0.05691762,-0.7760016,-0.7760016
-0.05741364,-0.7761143,-0.7761143
-0.057919,-0.7762208,-0.7762208
-0.05859226,-0.7763622,-0.7763622
-0.0591158,-0.7764688,-0.7764688
-0.05970377,-0.7765719,-0.7765719
-0.06036928,-0.7767183,-0.7767183
-0.0621426,-0.776808,-0.776808
-0.06340194,-0.7770469,-0.7770469
-0.06477991,-0.7772667,-0.7772667
-0.06475143,-0.7772813,-0.7772813
-0.065413,-0.7773139,-0.7773139
-0.06619248,-0.7773827,-0.7773827
-0.06681117,-0.7773738,-0.7773738
-0.06747399,-0.7773669,-0.7773669
-0.06823283,-0.7773786,-0.7773786
-0.06882831,-0.7773914,-0.7773914
-0.06950557,-0.7773952,-0.7773952
-0.0701438,-0.7774045,-0.7774045
-0.07075793,-0.7774584,-0.7774584
-0.07140723,-0.7774987,-0.7774987
-0.07200952,-0.7775327,-0.7775327
-0.07265091,-0.7775674,-0.7775674
-0.07453084,-0.7776871,-0.7776871
-0.07581162,-0.7778298,-0.7778298
-0.07565796,-0.7777497,-0.7777497
-0.07625636,-0.7778184,-0.7778184
-0.07690144,-0.7779064,-0.7779064
-0.07734343,-0.7779025,-0.7779025
-0.07920341,-0.7781212,-0.7781212
-0.08017658,-0.7781417,-0.7781417
-0.08016722,-0.778151,-0.778151
-0.08053485,-0.7781079,-0.7781079
-0.08112183,-0.7781478,-0.7781478
-0.08272585,-0.7782248,-0.7782248
-0.08392836,-0.7783885,-0.7783885
-0.08366685,-0.778229,-0.778229
-0.08424932,-0.7782879,-0.7782879
-0.08488601,-0.7783523,-0.7783523
-0.08514741,-0.7782395,-0.7782395
-0.08573136,-0.778275,-0.778275
-0.08634304,-0.7783034,-0.7783034
-0.08654675,-0.7781912,-0.7781912
-0.08713093,-0.7782562,-0.7782562
-0.08773997,-0.7783054,-0.7783054
-0.08791518,-0.7781651,-0.7781651
-0.0885189,-0.7781994,-0.7781994
-0.08909518,-0.7782191,-0.7782191
-0.09027994,-0.7779932,-0.7779932
-0.09083638,-0.7777283,-0.7777283
-0.09075783,-0.7776887,-0.7776887
-0.09124595,-0.7776507,-0.7776507
-0.09158227,-0.7777396,-0.7777396
-0.09202996,-0.7777071,-0.7777071
-0.0924435,-0.7776589,-0.7776589
-0.09267135,-0.7776643,-0.7776643
-0.09306382,-0.7776299,-0.7776299
-0.09341866,-0.7775946,-0.7775946
-0.09436661,-0.7775474,-0.7775474
-0.09498528,-0.7774796,-0.7774796
-0.094926,-0.7774663,-0.7774663
-0.09519747,-0.7774112,-0.7774112
-0.09547524,-0.7774022,-0.7774022
-0.09624872,-0.7772608,-0.7772608
-0.09660193,-0.7770891,-0.7770891
-0.09648909,-0.7770424,-0.7770424
-0.09670123,-0.7769293,-0.7769293
-0.09682885,-0.7767653,-0.7767653
-0.09695293,-0.7766631,-0.7766631
-0.09731033,-0.7762864,-0.7762864
-0.09761176,-0.7761441,-0.7761441
-0.09786437,-0.7759309,-0.7759309
-0.09793964,-0.7759371,-0.7759371
-0.0981376,-0.7758101,-0.7758101
-0.09843028,-0.7756271,-0.7756271
-0.0987968,-0.7754679,-0.7754679
-0.09924236,-0.7752111,-0.7752111
-0.09963238,-0.7748998,-0.7748998
-0.1002087,-0.7745079,-0.7745079
-0.1008164,-0.7740245,-0.7740245
-0.1017021,-0.7734146,-0.7734146
-0.1024092,-0.7728207,-0.7728207
-0.1031203,-0.7722127,-0.7722127
-0.1053584,-0.7702671,-0.7702671
-0.1070596,-0.7687848,-0.7687848
-0.1088354,-0.7674783,-0.7674783
-0.1085525,-0.7674892,-0.7674892
-0.1093068,-0.7669355,-0.7669355
-0.1099435,-0.7664456,-0.7664456
-0.1102756,-0.7661114,-0.7661114
